constraintsStrength,erreygersE,healthyDietReward,inertiaCoefficient,maxProbaToSwitch,numOfScenario,numberOfHealthy,openmole$experiment,seed,socialInequality
0.12894399,"[0.01773688824538014,0.02623217657312487,0.029773346234745646,0.0313881091208679,0.032227945163484345,0.03254296206785784,0.03269133930828644,0.03277946279496951,0.03283709881427491,0.03287688475168269,0.032898495955868856,0.032919918505066086,0.03292958572498273,0.032946665522208235,0.032964049298496625,0.033046651104079255,0.03328346683926413,0.03408334325385563,0.03560764919842961,0.03771916168740859,0.040330212816325636,0.043545193258382534,0.047187742906543324,0.05106724133622455,0.05503565363933136,0.059243346258507246,0.06364828859438881,0.06763980941518674,0.0714411208286959,0.07478139862053854,0.07779031838350116,0.08045392833661923,0.0826063812843728,0.08411189625389005,0.08512623615792869,0.0859023782714422,0.08498993315260492,0.08233731189449146,0.07831648112726447,0.07314751875166732,0.0669041244471751,0.06037201893986352,0.053431189912657905,0.04638651473724575,0.03972984152100712,0.03344503964483342,0.02789686522101678,0.02283549754648955,0.018384918087782337,0.014651436215224705,0.01153277349079256,0.009010858996079731,0.007024722138592407,0.00546364393254698,0.004110073245440981,0.0030953585830551795,0.0023637659251192077,0.0017360755385204957,0.0012640590405411964,9.363507491387019E-4,6.840486173806717E-4,5.025120876483715E-4,3.479090462495309E-4,2.82001179787797E-4,2.0974607635355122E-4,1.4761978195211573E-4,1.0388204306645864E-4,8.139901282072899E-5,4.724689280463949E-5,3.2113263611734006E-5,2.77319256318684E-5,2.574768175081538E-5,2.2715501276842045E-5,1.9985197427346846E-5,1.390031003022909E-5,8.564383754326208E-6,6.877808551742076E-6,6.4833822406976684E-6,4.1454009113120865E-6,2.266617028733658E-6,3.3807738772443875E-6,1.166676609108418E-6,-4.858923699720195E-8,-4.344569652923296E-7,2.829412055662022E-8,-1.4297345402010712E-6,-9.862042547256122E-7,-4.5012371046440103E-7,8.59567817768573E-8,4.3693686048651686E-7,1.7850704056260956E-7,1.7850704056260956E-7,1.7850704056260956E-7,1.7850704056260956E-7,2.71057247328409E-7,3.636074540942083E-7,3.636074540942083E-7,3.636074540942083E-7,3.636074540942083E-7,3.636074540942083E-7,3.636074540942083E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7]",0.153103026,0.819531377,0.890470449,2,"[838090,947387,1002867,1031733,1046434,1050863,1053204,1054580,1055470,1056033,1056317,1056565,1056754,1056996,1057284,1058518,1063920,1087590,1149769,1251956,1390238,1560517,1757108,1975161,2209364,2453229,2699265,2940319,3169019,3376408,3557797,3708212,3827939,3917261,3981070,4024266,4121751,4291137,4525599,4813587,5144028,5504373,5879281,6254701,6620475,6962494,7274110,7550905,7789541,7992240,8159641,8295555,8404543,8490440,8557854,8609728,8649468,8679731,8702251,8719235,8731974,8741605,8748693,8753959,8757844,8760775,8762931,8764532,8765653,8766488,8767104,8767565,8767913,8768188,8768375,8768518,8768609,8768691,8768739,8768777,8768819,8768835,8768857,8768870,8768876,8768884,8768886,8768890,8768893,8768894,8768895,8768895,8768895,8768895,8768896,8768897,8768897,8768897,8768897,8768897,8768897,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898]",79,-2946996086786981306,"[1.4153491659207582,1.4110133649894576,1.4239113400440915,1.4280416766924051,1.4304364141993746,1.4320179306986889,1.4325076963733845,1.4326736011749193,1.4329855252861,1.4331988394902253,1.4332974669604768,1.4334099654939707,1.4333899531112042,1.4334339251619894,1.4334537749551743,1.4340560300932894,1.4344029390283446,1.4302990984642303,1.4084996754541264,1.3746635432089431,1.339274580477019,1.3099945777399682,1.2863727314582323,1.2668056350648398,1.250843440049651,1.2394573371339526,1.231026844074865,1.2238544067732673,1.2176479329664933,1.2128573516481573,1.2092524223029595,1.2075866403218527,1.2063095127578438,1.2051736923598235,1.2041947237957453,1.2037465139791184,1.1960294159496938,1.1808042990569727,1.1614439214661787,1.1402949728006102,1.118840677766081,1.0992376549265495,1.0816707442764582,1.0661339597971489,1.053306447770791,1.0424437235778972,1.0338335058600663,1.0267325526346505,1.0209481544844816,1.0162982545721704,1.0125777875379969,1.0096836765156831,1.0074336519766278,1.005738116015258,1.0042714882595198,1.0032029279016186,1.0024586194769372,1.0018393536256116,1.0013299665710154,1.000985849065727,1.0007081519037646,1.0005188483544825,1.0003551288807389,1.0002939587855066,1.00021218592596,1.0001431985417497,1.0001023390017563,1.0000766312457336,1.0000430245150487,1.0000308413510541,1.0000285273074456,1.0000296029250317,1.0000235154848625,1.0000210795933426,1.000012229612012,1.0000084522085577,1.0000084005065937,1.0000075584754753,1.0000037789498866,1.000002068671291,1.000004112156274,1.0000019094494321,0.9999996364086488,0.9999993052084051,0.9999994613455838,0.9999980464814626,0.9999985274964982,0.9999991701005042,0.9999998505952521,1.000000265998238,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
0.12894399,"[0.017059384517800143,0.025464789799977433,0.029110214766137676,0.030918086463410564,0.031781300069093764,0.032058379793557065,0.032225016556193135,0.03232108870104144,0.03236502083126028,0.032408533002526704,0.03242961523448709,0.03244403384942752,0.0324539751660133,0.03247199613184355,0.032495180690168976,0.032560701900800126,0.03281276709941155,0.033599356032622756,0.03511541354245252,0.03739868562081453,0.040265300121734265,0.04348515744727558,0.04711056657578804,0.0509508497606016,0.05516019491905317,0.05960101648243608,0.06374150402190819,0.06768645561325555,0.07137477676806255,0.07484194071880214,0.0778970891813209,0.08045081893382568,0.08262649241700813,0.08408410887592475,0.08523737936283875,0.0859571346710622,0.08513716804912151,0.08252822774798231,0.0787238164803061,0.07357221256413475,0.06737928286171899,0.06097461381064165,0.05398734995153931,0.046894859450165007,0.04000843204676077,0.033441457876574314,0.027709542873827302,0.022473687251769844,0.018019727867162636,0.014232781191268593,0.011108709222078343,0.008506497821907566,0.00664035285065844,0.004997933515590324,0.003834135760849773,0.0028573106192539216,0.002184143127938476,0.001649802113475233,0.0012031742615141948,8.870326445594082E-4,6.686076011416984E-4,4.986391957052132E-4,3.6062266535791666E-4,2.803074983475283E-4,2.2418681501580387E-4,1.583165169999077E-4,1.149404189540258E-4,8.844283977486348E-5,6.713387744526862E-5,4.882931511410531E-5,3.5025622834798416E-5,2.2244988553922097E-5,1.8634732347918723E-5,1.7837321403180395E-5,1.1054028059904597E-5,6.585941502559188E-6,6.93547116094236E-6,6.741812060621575E-6,4.0720718170394955E-6,2.1199582679689938E-6,2.771363926590868E-6,2.0537370239994774E-6,1.5212104308997797E-6,2.169062086340187E-6,2.114953584361275E-6,1.2663347702171976E-6,2.060845134402316E-6,1.470656088162193E-6,1.1388968618459773E-6,1.4898769405556368E-6,1.4898769405556368E-6,1.2314471206317295E-6,9.730173007078224E-7,9.730173007078224E-7,9.730173007078224E-7,7.14587480783915E-7,7.14587480783915E-7,7.14587480783915E-7,7.14587480783915E-7,7.14587480783915E-7,7.14587480783915E-7,7.14587480783915E-7,7.14587480783915E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7]",0.153103026,0.819531377,0.890470449,2,"[838594,947770,1003738,1032983,1047650,1052051,1054366,1055805,1056690,1057209,1057541,1057760,1057930,1058158,1058471,1059831,1065324,1089385,1151647,1253924,1392131,1561844,1758763,1977756,2211421,2456146,2702902,2943630,3170575,3378058,3557848,3707510,3825964,3915537,3978902,4022221,4120436,4290204,4524799,4814696,5146584,5507134,5882304,6258235,6622446,6964074,7275108,7552600,7792279,7993955,8161712,8297599,8406404,8491835,8558515,8610108,8649427,8679366,8702359,8719369,8732141,8741669,8748678,8754038,8757871,8760736,8762938,8764464,8765643,8766518,8767085,8767593,8767914,8768152,8768364,8768506,8768625,8768690,8768748,8768784,8768818,8768836,8768854,8768865,8768874,8768881,8768884,8768889,8768893,8768894,8768894,8768895,8768896,8768896,8768896,8768897,8768897,8768897,8768897,8768897,8768897,8768897,8768897,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898]",24,-734206714804211073,"[1.4010257034590743,1.3928032627493774,1.409804368128707,1.4176882201831433,1.4213104883374879,1.4221606512778902,1.423114754348842,1.4235378285398654,1.4236005771047018,1.4238475596725433,1.4238905719339428,1.4239400126906427,1.4240003459387198,1.4241959655397292,1.4244319438698905,1.424397836126842,1.4248783100246583,1.4203016676188496,1.3984674491203892,1.3677911135322312,1.336381211554273,1.3083268574730602,1.284491234028255,1.2646772699731217,1.2509219727247471,1.2402051133350755,1.2310789563721818,1.2235089616507224,1.2171697395504026,1.2129635481528787,1.2098909336279287,1.2073895185045034,1.206300413129489,1.2049715766993927,1.2044728921159498,1.2038931720445116,1.1965792313664338,1.1816799654559045,1.162831772504071,1.1417266040495644,1.1202191053559962,1.1009745260171089,1.0830563600997443,1.067301811066595,1.0540642497743191,1.042857192806963,1.0338216525153585,1.0263433240896631,1.0203269144873897,1.0156675056875295,1.0120243602763983,1.0089941218953946,1.0069600858429106,1.0051714896231634,1.0039396592867056,1.0028924951109408,1.0022578629735397,1.0016969976091128,1.0012397139721994,1.0009021884564824,1.0007013611835753,1.00051791638178,1.0003844593313578,1.0003009162330132,1.0002387363653167,1.0001698161114432,1.000123677143423,1.0000897024549638,1.00006962256006,1.0000507567661183,1.0000327980718866,1.000019169299547,1.0000166718063814,1.000017596132334,1.0000104051416279,1.0000075527230579,1.0000088881105471,1.0000085105246919,1.0000056362870477,1.000002790596173,1.000003510407006,1.0000026768626853,1.0000012716104028,1.0000019888949285,1.0000018902098766,1.0000010631541048,1.000001959574151,1.000001157145548,1.000000642516867,1.0000010495103666,1.0000010495103666,1.0000007956951091,1.0000005130815997,1.0000005130815997,1.0000005130815997,1.0000002538147865,1.0000002538147865,1.0000002538147865,1.0000002538147865,1.0000002538147865,1.0000002538147865,1.0000002538147865,1.0000002538147865,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
0.12894399,"[0.01790944574239442,0.02613556143110735,0.029709593019282703,0.03150941930247444,0.032376039492358746,0.03265997148825872,0.032810920916121325,0.03289451154391483,0.03295988123722566,0.032993064774902124,0.03300801446611936,0.033025769894331404,0.03303905868541805,0.0330574114106827,0.03307715949799155,0.03315625861110557,0.033424293798597904,0.03418563719335751,0.03560460791862548,0.037705207240785604,0.04043230662419658,0.043611158382738234,0.047164943513156636,0.051008202651377586,0.054956492349004515,0.05914655553323061,0.06342224094617165,0.06754538573572352,0.0715641818579255,0.07522218575255989,0.0782950388077801,0.08075266756163335,0.08268262613253452,0.08407049352094853,0.08511963085735673,0.08590033491286699,0.0850284639248107,0.0825339112868773,0.0785517162626069,0.07336239058578006,0.06725425975743146,0.06041788718666359,0.05335560389621116,0.04632693570226487,0.03947864460714495,0.033034051850004985,0.027190962780366423,0.022129395784939224,0.017789546578340955,0.014118241645614432,0.011046106160282931,0.008607087722744535,0.006588969039003887,0.005025945330937322,0.003749351836328687,0.0028562550631944616,0.0021473202341984006,0.0016370366295894764,0.0012270715772584562,9.042997847786092E-4,7.001481480649291E-4,5.618185014020332E-4,3.841817706734242E-4,2.961628130917697E-4,2.283323525835322E-4,1.6429383779853861E-4,1.324160922346376E-4,1.0626594074362201E-4,8.873732067061925E-5,6.527272057574703E-5,5.29184994148476E-5,3.437552448961263E-5,2.6464511447628727E-5,1.6941702353520103E-5,9.098360767752393E-6,6.034194213125905E-6,3.2597907606876566E-6,4.635931640383572E-6,5.290891354206864E-6,2.76425566012817E-6,4.653702020430574E-6,2.6247051658262036E-6,1.8145281084889666E-6,1.3553310778414363E-6,1.9298531708296765E-6,2.0416242820088725E-6,1.2663348222371505E-6,1.592861361492129E-7,8.595672975690441E-8,-1.7247309016700286E-7,-7.992288340120349E-8,1.2627323364595902E-8,3.6360740207425547E-7,3.6360740207425547E-7,1.0517758215034817E-7,1.0517758215034817E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7]",0.153103026,0.819531377,0.890470449,2,"[838599,947498,1002565,1031492,1046015,1050554,1052966,1054389,1055249,1055751,1056072,1056259,1056451,1056679,1056986,1058262,1063548,1087160,1148682,1250987,1389746,1559032,1755569,1973794,2208692,2452587,2698758,2939674,3168063,3375531,3556950,3707099,3826714,3916845,3981245,4024797,4122305,4291546,4525625,4813733,5143943,5504379,5879888,6255254,6619378,6962011,7274099,7550714,7789637,7992448,8160245,8296226,8405019,8490345,8557356,8609008,8648521,8678819,8701937,8719020,8731902,8741434,8748543,8754018,8757894,8760773,8762967,8764502,8765626,8766453,8767101,8767588,8767925,8768219,8768382,8768522,8768617,8768685,8768743,8768767,8768807,8768825,8768843,8768861,8768872,8768879,8768882,8768889,8768892,8768893,8768894,8768895,8768896,8768896,8768897,8768897,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898]",72,-8318985937324235985,"[1.4109855291919737,1.39841847689555,1.4153080735020815,1.4238276343569998,1.4276044419370364,1.428693598533912,1.4292618064894707,1.429280800775114,1.429635979768892,1.4297805247834323,1.429779544610638,1.4299557888095775,1.4300060979479938,1.4301571302105105,1.4301976660638986,1.4306753150604679,1.4312889025670628,1.4273475982127,1.4033203314875062,1.368780391084683,1.335962253675465,1.3070400549055627,1.283706490432336,1.2648253850881888,1.2489467818299824,1.2375234445229972,1.229258646821818,1.222624999946404,1.217774255282098,1.2142066448784194,1.2110339016112843,1.2086376444257843,1.2065382606362929,1.2049880312312022,1.204048335622809,1.2036899612513878,1.1960542850288596,1.181449339802693,1.162338141448358,1.1413728643292547,1.1201050554883054,1.09976147994206,1.0818040421200623,1.0662042073707272,1.0529093463880232,1.0418699010061092,1.0328374743558617,1.0256956264059744,1.0200506144632946,1.0155347009467248,1.0119066739941012,1.0090929374961644,1.0068206517264744,1.0051895738611398,1.0038352267912993,1.0028946634755869,1.002158555490017,1.001651208521821,1.0012253266471085,1.0008953509378378,1.0006962155612051,1.000559755729425,1.000378054321568,1.0002893397745587,1.0002300266379063,1.0001694017765361,1.000144351483176,1.00011658189961,1.0000996713609536,1.0000738022908067,1.00006416460629,1.0000392080759621,1.0000304999506198,1.0000173631002103,1.0000088652532038,1.0000061569722178,1.0000017923977365,1.0000049143454408,1.000005684369682,1.00000283230419,1.000005199657275,1.0000029581140413,1.000002227978835,1.0000014926609775,1.0000013949826296,1.0000019989886202,1.000001186148305,0.9999998430919,0.9999995682374436,0.999999312874683,0.999999312874683,0.999999312874683,0.9999997727997508,0.9999997727997508,0.9999995189849644,0.9999995189849644,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
0.12894399,"[0.017683385710931497,0.02604485503552192,0.02949245047370275,0.03126382170012881,0.032068882936662296,0.032353682770824274,0.032497925135538626,0.032587740854125975,0.032654668234310694,0.0326845726204404,0.03270450936253011,0.03271539895635125,0.032729520699714944,0.032744772267296565,0.03276291566671572,0.03282767014829055,0.03310669959364519,0.03386742973131853,0.03549603136851532,0.03768060588403379,0.040347298919982046,0.04344464032937456,0.047068182658049074,0.051000854174147105,0.05495007226500663,0.05926367027785789,0.06347953401691492,0.06766785302793801,0.07160607583525781,0.07522001936039763,0.07838084640834868,0.0810610032635898,0.08308342798830122,0.08454662973868082,0.08550113374881721,0.08608666881285743,0.0853455540423225,0.08268439177067866,0.07858843371726053,0.07341456623360908,0.06736082511227903,0.060766631833734056,0.05378816829108492,0.046951390595582496,0.040025581385091616,0.033700829138675906,0.027783052188989823,0.022704894909087735,0.018500729901550522,0.014460148517232341,0.011259379371772382,0.008733523156892485,0.006676342625709634,0.005221777395309093,0.004039127178499721,0.003015900798348279,0.002325007758301431,0.001745895714993506,0.0012801114150861389,9.841636657447058E-4,7.636241811391706E-4,5.691655068840069E-4,4.2535320079591083E-4,3.1996468512342577E-4,2.3326884750064328E-4,1.7149353562285522E-4,1.1914717329019574E-4,7.590576567047713E-5,5.723165588285893E-5,4.828112198391335E-5,4.364135335180459E-5,2.9245368963602125E-5,2.294259708622228E-5,1.2417402514881887E-5,1.1890533819938351E-5,1.2776144178642593E-5,1.096213085960743E-5,9.38377245290131E-6,4.203063104352747E-6,2.1776203569697492E-6,1.3133347976536004E-6,-2.721316674354056E-7,4.874910991841977E-7,-6.003366304703903E-7,-1.0054252111589618E-6,-3.7679446013195117E-7,5.102661628389196E-7,5.102661628389196E-7,6.028164216246718E-7,6.028164216246718E-7,6.953666283904712E-7,2.710571953084561E-7,3.6360740207425547E-7,3.6360740207425547E-7,3.6360740207425547E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7,4.561576608600077E-7]",0.153103026,0.819531377,0.890470449,2,"[839747,949572,1004791,1033947,1048635,1053145,1055529,1056961,1057860,1058393,1058732,1058946,1059155,1059398,1059711,1061040,1066519,1091284,1154486,1257763,1396880,1567704,1765550,1984003,2218489,2463444,2709130,2949609,3175907,3382800,3562367,3711443,3829482,3918143,3981298,4024007,4124406,4297120,4533416,4823695,5157059,5517178,5891427,6268029,6632357,6973627,7284132,7558664,7796705,7997711,8164240,8299343,8407500,8492833,8559258,8610812,8649953,8680087,8702648,8719517,8732311,8741726,8748651,8753972,8757916,8760895,8763003,8764611,8765745,8766560,8767161,8767602,8767942,8768206,8768394,8768520,8768619,8768688,8768747,8768790,8768817,8768839,8768857,8768871,8768879,8768884,8768889,8768889,8768891,8768891,8768892,8768895,8768896,8768896,8768896,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898,8768898]",9,3233102740658021996,"[1.4078788102610682,1.3978034849406633,1.4127573912144087,1.4207270964079644,1.4228724142691758,1.4239843442145097,1.4242630090549535,1.4244482911400913,1.4247668541008771,1.4247289765310376,1.4246807870221474,1.4246915799765647,1.4247101259613308,1.4248018397576954,1.4247990671670048,1.4252089728356503,1.4262116387566286,1.4210838650344184,1.4005277716473898,1.3677108973193104,1.3348091173013301,1.3051570527723584,1.282112730628216,1.264094380016763,1.2487337931366254,1.2380408951807709,1.2292497500870614,1.2228321016701673,1.2177166028938815,1.2139499297952752,1.2111007136386258,1.2091973953037676,1.207410571273074,1.2062519285523758,1.205174027716036,1.204213943523406,1.1967750327313824,1.1815551674554603,1.1620605218531337,1.1406894894438193,1.1195695519129125,1.0999302679007983,1.0821945266844428,1.0671115391008756,1.0537544946334996,1.04290785613404,1.0337435045459709,1.0265706729195072,1.020968976283014,1.015867691037812,1.0120239296766307,1.0092074190821159,1.0069456172245772,1.0053752808993144,1.0041515028534764,1.0030753368364598,1.0023996189657793,1.0017715335813524,1.0012796192884599,1.0009667614742608,1.000743399772229,1.0005400947981709,1.000409056030901,1.0003112919753523,1.0002266065124716,1.0001729645216033,1.0001174999885525,1.00007257936485,1.0000552894811372,1.000049370656665,1.0000433528356796,1.0000277585736301,1.0000202440837638,1.0000080110575378,1.0000085194923076,1.0000116907297427,1.0000089087329556,1.0000070311383253,1.0000008762466328,0.9999984345865653,0.9999987239595131,0.9999975756150682,0.9999985527599432,0.9999974690857518,0.9999971476427837,0.9999980498865888,0.9999996612701214,0.9999996612701214,1.0000000824980562,1.0000000824980562,1.0000000824980562,0.9999995733200383,0.9999995733200383,0.9999995733200383,0.9999995733200383,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
