evolution$generation;evolution$evaluated;evolution$samples;maxProbaToSwitch;constraintsStrength;inertiaCoefficient;healthyDietReward;objective$deltaHealth;objective$deltaSocialInequality;%Healthy_vs._2002;%Healthy_vs._2008;socialIneq_vs._2002;typo;typo_name;socialInequality;deltaSocialInequality;opinionMedian;numberOfHealthy;deltaHealth
376800;376800;1;0,746;0,096;1,000;0,000;340,279,736;0,108;down;down;up;down_down_up;decrease%Healthy;[1.7863746353355705];[0.10837270616442951];[0.49994292855262756];[798178];[340279.73605954205]
376800;376800;12;0,745;0,096;1,000;0,000;342,713,236;0,114;down;down;up;down_down_up;decrease%Healthy;[1.7873865801009883,1.7835917182482124,1.7810543885363586,1.773350171932917,1.7808379327400927,1.780840213289065,1.7797970712639242,1.7775739411555425,1.7765190463733385,1.7858397117088947,1.7809332370254005,1.776600298015135];[0.10736076139901174,0.11115562325178763,0.11369295296364146,0.12139716956708302,0.1139094087599073,0.11390712821093496,0.11495027023607585,0.11717340034445756,0.11822829512666155,0.10890762979110535,0.1138141044745995,0.11814704348486504];[0.4999924302101135,0.4999924302101135,0.4999924302101135,0.4999924302101135,0.4999924302101135,0.4999924302101135,0.4999924302101135,0.4999924302101135,0.4999924600124359,0.49999240040779114,0.4999924302101135,0.4999924302101135];[793291,794138,794868,794414,793731,792867,794200,791644,795685,794524,793162,795005];[342370.73605954205,343457.73605954205,342087.73605954205,342509.73605954205,343156.73605954205,343236.73605954205,343471.73605954205,345839.73605954205,342004.73605954205,341559.73605954205,342553.73605954205,342872.73605954205]
376800;376800;1;0,745;0,097;1,000;0,000;342,458,736;0,104;down;down;up;down_down_up;decrease%Healthy;[1.7906421443007683];[0.10410519719923172];[0.5];[792523];[342458.73605954205]
376800;376800;8;0,745;0,097;1,000;0,000;343,833,236;0,108;down;down;up;down_down_up;decrease%Healthy;[1.7889384073818486,1.783759404552789,1.7896981134729506,1.7736669091226103,1.7823113779680917,1.7915114976810111,1.7910712641200484,1.7815874884751994];[0.1058089341181514,0.1109879369472111,0.10504922802704941,0.12108043237738975,0.11243596353190832,0.10323584381898887,0.10367607737995166,0.11315985302480058];[0.499973863363266,0.499973863363266,0.49997392296791077,0.4999738335609436,0.4999738931655884,0.4999738335609436,0.4999738931655884,0.4999738335609436];[790170,790189,790490,789718,790275,791209,790118,789777];[344167.73605954205,343792.73605954205,343181.73605954205,345099.73605954205,343416.73605954205,342544.73605954205,343873.73605954205,344916.73605954205]
376800;376800;1;0,744;0,097;1,000;0,000;344,724,736;0,100;down;down;up;down_down_up;decrease%Healthy;[1.7946114750227065];[0.10013586647729356];[0.5];[787353];[344724.73605954205]
376800;376800;1;0,743;0,098;1,000;0,000;345,702,736;0,098;down;down;up;down_down_up;decrease%Healthy;[1.7965823846643407];[0.09816495683565929];[0.5];[782969];[345702.73605954205]
376800;376800;25;0,746;0,095;0,999;0,000;346,913,736;0,106;down;down;up;down_down_up;decrease%Healthy;[1.779599942366454,1.7883308663093895,1.7882467069882262,1.78423886680551,1.7897579764092348,1.7969688367944108,1.7880652333400062,1.7923000567251581,1.7860516275713232,1.7942836673766012,1.7932873990757354,1.7931818379556606,1.7887893317570362,1.7940410955067423,1.7862729228381304,1.788311599178053,1.7885594270420893,1.794006423982157,1.792622370207143,1.7916656088866392,1.781819646858623,1.7964064528324,1.7878003756676466,1.785098214381617,1.786299797458361];[0.1151473991335461,0.10641647519061048,0.10650063451177383,0.11050847469448999,0.10498936509076517,0.09777850470558924,0.1066821081599938,0.10244728477484188,0.10869571392867683,0.10046367412339885,0.1014599424242646,0.10156550354433946,0.10595800974296377,0.10070624599325773,0.10847441866186958,0.10643574232194708,0.10618791445791076,0.10074091751784309,0.10212497129285691,0.10308173261336084,0.11292769464137709,0.09834088866760005,0.10694696583235341,0.10964912711838304,0.10844754404163903];[0.4995391368865967,0.4995373487472534,0.4995385408401489,0.4995381832122803,0.4995369017124176,0.49953606724739075,0.4995366036891937,0.4995368421077728,0.4995378851890564,0.4995391070842743,0.4995378851890564,0.4995376467704773,0.49953827261924744,0.49953678250312805,0.4995386600494385,0.49953752756118774,0.49953773617744446,0.49953773617744446,0.4995383620262146,0.4995380640029907,0.4995384216308594,0.4995379149913788,0.49953773617744446,0.4995386004447937,0.4995385408401489];[782799,783570,782975,782048,782848,781605,782090,782777,783999,782216,784255,782113,783027,784382,783724,781399,783411,782797,784208,783778,781240,782365,782381,783349,781608];[347440.73605954205,346993.73605954205,346906.73605954205,347295.73605954205,346889.73605954205,345180.73605954205,348507.73605954205,346628.73605954205,346672.73605954205,346223.73605954205,346910.73605954205,346852.73605954205,347896.73605954205,346771.73605954205,347237.73605954205,346630.73605954205,347048.73605954205,348268.73605954205,346913.73605954205,348191.73605954205,347783.73605954205,345788.73605954205,346602.73605954205,347604.73605954205,348189.73605954205]
376800;376800;2;0,746;0,095;0,999;0,000;346,861,736;0,096;down;down;up;down_down_up;decrease%Healthy;[1.800058658423203,1.7979916825182223];[0.09468868307679701,0.09675565898177774];[0.49952131509780884,0.49951863288879395];[782341,783719];[346856.73605954205,346866.73605954205]
376800;376800;18;0,745;0,095;0,999;0,000;347,836,236;0,104;down;down;up;down_down_up;decrease%Healthy;[1.8062910162135708,1.7883073515241472,1.7963751897436406,1.7907305581485138,1.7882608227176249,1.7966750887296625,1.7837954706062742,1.7870341961990805,1.7918580101584352,1.7974875766153033,1.7852204163288719,1.7940368505178779,1.7937097105353494,1.7941163184363749,1.7824326145093037,1.7916065733279025,1.7863196195899813,1.790779918168248];[0.08845632528642922,0.1064399899758528,0.09837215175635938,0.10401678335148623,0.10648651878237514,0.09807225277033749,0.11095187089372582,0.10771314530091947,0.10288933134156486,0.09725976488469668,0.10952692517112816,0.10071049098212215,0.10103763096465057,0.10063102306362515,0.11231472699069633,0.1031407681720975,0.1084277219100187,0.10396742333175202];[0.49949902296066284,0.49949729442596436,0.49949851632118225,0.4994974434375763,0.4994979798793793,0.4994993805885315,0.4994972050189972,0.4994994103908539,0.499498188495636,0.4994968771934509,0.49949708580970764,0.499496728181839,0.49949684739112854,0.49949756264686584,0.4994954466819763,0.4994981288909912,0.4994979798793793,0.4994989037513733];[780518,779147,779580,779801,778296,779123,778878,779755,779481,778850,780273,778007,779126,780353,778786,780416,779485,780907];[347445.73605954205,347956.73605954205,349373.73605954205,347668.73605954205,349141.73605954205,346064.73605954205,347337.73605954205,349118.73605954205,347242.73605954205,348845.73605954205,347116.73605954205,348436.73605954205,347715.73605954205,347552.73605954205,348239.73605954205,348197.73605954205,346886.73605954205,348432.73605954205]
376800;376800;21;0,744;0,095;1,000;0,000;349,348,736;0,101;down;down;up;down_down_up;decrease%Healthy;[1.8043295882727017,1.7970393424044564,1.7938725795753752,1.7924541804847276,1.7937397971304618,1.8025237740495226,1.7930643777394486,1.7931316484362345,1.7887955691392876,1.792243933216634,1.7933126850289587,1.794736793023634,1.7875781654057379,1.7937160204393754,1.8017766525105399,1.8021429361124748,1.7942182811681793,1.801620882148544,1.7821099668569174,1.7941911099633596,1.7967163934494756];[0.09041775322729828,0.09770799909554362,0.10087476192462486,0.10229316101527242,0.10100754436953818,0.09222356745047744,0.10168296376055141,0.1016156930637655,0.1059517723607124,0.10250340828336602,0.10143465647104133,0.10001054847636603,0.10716917609426213,0.10103132106062462,0.09297068898946015,0.09260440538752523,0.10052906033182074,0.09312645935145603,0.11263737464308266,0.1005562315366404,0.09803094805052437];[0.4999576210975647,0.49995753169059753,0.4999575912952423,0.4999573826789856,0.49995750188827515,0.49995774030685425,0.49995750188827515,0.4999575614929199,0.49995750188827515,0.4999575912952423,0.4999576508998871,0.49995753169059753,0.4999575912952423,0.49995747208595276,0.49995750188827515,0.499957412481308,0.4999575614929199,0.49995750188827515,0.49995744228363037,0.49995747208595276,0.49995747208595276];[778099,778296,777850,776820,776461,779301,777887,776913,777323,777472,778420,776255,776379,777281,778733,775331,776026,776042,776643,775497,776568];[348470.73605954205,349335.73605954205,349105.73605954205,349063.73605954205,350130.73605954205,348742.73605954205,347550.73605954205,349348.73605954205,349460.73605954205,349275.73605954205,348119.73605954205,349268.73605954205,350580.73605954205,349956.73605954205,348254.73605954205,350324.73605954205,349811.73605954205,349829.73605954205,350736.73605954205,349412.73605954205,350415.73605954205]
376800;376800;16;0,744;0,094;1,000;0,000;351,441,736;0,093;down;down;up;down_down_up;decrease%Healthy;[1.8109185479052818,1.809517081606052,1.8054972477872187,1.7999226397845167,1.803446786351977,1.8019982268839894,1.7943717716442444,1.801338076962468,1.8041006728301088,1.7965035013317212,1.7970326309115752,1.8071716415034942,1.7940231042274317,1.8046138913528997,1.79218168115825,1.7916365801497753];[0.08382879359471818,0.08523025989394806,0.08925009371278136,0.0948247017154833,0.09130055514802304,0.09274911461601065,0.10037556985575558,0.09340926453753196,0.09064666866989124,0.0982438401682788,0.09771471058842485,0.08757569999650583,0.1007242372725683,0.09013345014710028,0.10256566034174996,0.10311076135022468];[0.499743789434433,0.49974343180656433,0.4997432231903076,0.4997427761554718,0.4997437298297882,0.49974387884140015,0.49974289536476135,0.4997427463531494,0.499742716550827,0.4997439682483673,0.4997442066669464,0.4997439384460449,0.49974387884140015,0.49974361062049866,0.4997432827949524,0.4997435510158539];[773075,770814,772763,772349,772460,772081,770849,772219,770889,772295,772761,772849,771848,772012,771553,772067];[351422.73605954205,351669.73605954205,351842.73605954205,351460.73605954205,350617.73605954205,352590.73605954205,352342.73605954205,349268.73605954205,350838.73605954205,350194.73605954205,351054.73605954205,351522.73605954205,351825.73605954205,350309.73605954205,350180.73605954205,352044.73605954205]
376800;376800;2;0,742;0,095;1,000;0,000;352,195,736;0,092;down;down;up;down_down_up;decrease%Healthy;[1.8091367992659937,1.7967109192016115];[0.08561054223400633,0.09803642229838849];[0.4999883472919464,0.49998828768730164];[768084,766870];[351471.73605954205,352919.73605954205]
376800;376800;25;0,742;0,095;1,000;0,000;352,943,736;0,092;down;down;up;down_down_up;decrease%Healthy;[1.805409137444494,1.7972708544022296,1.7928874666067443,1.7969063892001749,1.8080242783104914,1.8065338112029456,1.8040984602712153,1.8011523649957228,1.7940979038606502,1.7995681720238408,1.8020404728748365,1.8016802124505173,1.8023425866260983,1.7940678311758478,1.8032407844894291,1.8030024650534988,1.8036503185212045,1.7924136110630349,1.8008373817935235,1.8057810500867328,1.8001529388801136,1.8155321373323987,1.8040425504353659,1.8108895211172704,1.807307468734875];[0.08933820405550597,0.09747648709777046,0.10185987489325576,0.09784095229982515,0.08672306318950862,0.08821353029705437,0.09064888122878467,0.09359497650427717,0.10064943763934986,0.09517916947615923,0.09270686862516353,0.09306712904948267,0.09240475487390176,0.10067951032415223,0.09150655701057087,0.0917448764465012,0.09109702297879552,0.10233373043696514,0.09390995970647653,0.08896629141326717,0.09459440261988639,0.0792152041676013,0.09070479106463414,0.0838578203827296,0.0874398727651251];[0.49998897314071655,0.49998894333839417,0.4999889135360718,0.49998894333839417,0.49998894333839417,0.49998894333839417,0.4999889135360718,0.4999889135360718,0.49998894333839417,0.49998894333839417,0.4999889135360718,0.4999889135360718,0.49998894333839417,0.49998894333839417,0.4999889135360718,0.4999889135360718,0.49998894333839417,0.4999889135360718,0.4999889135360718,0.4999889135360718,0.4999888837337494,0.4999889135360718,0.4999889135360718,0.4999889135360718,0.49998894333839417];[766983,767738,766080,766838,766392,765704,766994,765898,767473,768105,766044,767204,767047,766644,766272,766135,766157,767257,766500,766461,766539,764764,767643,767243,766869];[352796.73605954205,354597.73605954205,352727.73605954205,352295.73605954205,353511.73605954205,352191.73605954205,352569.73605954205,353951.73605954205,352730.73605954205,351754.73605954205,354119.73605954205,352943.73605954205,353334.73605954205,352591.73605954205,353999.73605954205,354296.73605954205,352246.73605954205,352654.73605954205,353879.73605954205,352464.73605954205,353118.73605954205,353617.73605954205,352690.73605954205,354408.73605954205,352988.73605954205]
376800;376800;3;0,742;0,095;1,000;0,000;354,655,736;0,088;down;down;up;down_down_up;decrease%Healthy;[1.8120935392573954,1.7985720960690423,1.8067415983724204];[0.08265380224260466,0.09617524543095768,0.08800574312757958];[0.49991124868392944,0.4999110698699951,0.4999111294746399];[763779,763958,762752];[354162.73605954205,354655.73605954205,355505.73605954205]
376800;376800;1;0,748;0,095;0,996;0,000;355,664,736;0,087;down;down;up;down_down_up;decrease%Healthy;[1.8074062585274322];[0.08734108297256782];[0.4970781207084656];[759421];[355664.73605954205]
376800;376800;1;0,741;0,093;1,000;0,000;356,367,736;0,065;down;down;up;down_down_up;decrease%Healthy;[1.8298827496867953];[0.0648645918132047];[0.5];[758082];[356367.73605954205]
376800;376800;1;0,741;0,094;1,000;0,000;356,111,736;0,085;down;down;up;down_down_up;decrease%Healthy;[1.8099081791053968];[0.08483916239460321];[0.4999914765357971];[757176];[356111.73605954205]
376800;376800;3;0,741;0,093;1,000;0,000;359,269,736;0,072;down;down;up;down_down_up;decrease%Healthy;[1.8259464255882818,1.8088638537745039,1.8225905588111873];[0.06880091591171822,0.08588348772549614,0.07215678268881276];[0.4996612071990967,0.49966147541999817,0.49966177344322205];[751440,751409,752744];[359269.73605954205,359612.73605954205,358769.73605954205]
376800;376800;14;0,739;0,093;1,000;0,000;361,819,236;0,073;down;down;up;down_down_up;decrease%Healthy;[1.8274732908831555,1.8229570300921558,1.8213101944562347,1.82663980885671,1.8151231707292617,1.8172005613206352,1.8231525189577955,1.8176384144316937,1.827670405495988,1.8165159352042186,1.8140443101117605,1.8290493505091572,1.811472321982468,1.8216326783693921];[0.06727405061684455,0.0717903114078442,0.07343714704376536,0.06810753264329006,0.07962417077073836,0.07754678017936478,0.0715948225422045,0.0771089270683063,0.06707693600401199,0.0782314062957814,0.08070303138823953,0.06569799099084284,0.08327501951753202,0.07311466313060788];[0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5];[743417,744098,743313,742876,742156,741698,744100,742920,743112,743652,742901,743409,742620,743102];[361834.73605954205,361197.27452108054,361770.27452108054,360861.73605954205,362871.27452108054,362953.73605954205,361067.27452108054,361463.27452108054,361803.73605954205,361913.73605954205,361864.27452108054,363352.27452108054,363003.27452108054,361759.73605954205]
376800;376800;17;0,739;0,093;1,000;0,000;362,089,275;0,073;down;down;up;down_down_up;decrease%Healthy;[1.8357061982449876,1.8323101620910223,1.8172899099079045,1.825266860528018,1.8175291502271116,1.8144980732004894,1.8338933464938212,1.822476888393395,1.8299540497271398,1.8046184950397388,1.819151211583567,1.813671191567641,1.8135903365570285,1.8227554550746328,1.8172911343669114,1.8216249631440575,1.822291185378657];[0.05904114325501242,0.06243717940897775,0.0774574315920955,0.069480480971982,0.07721819127288843,0.08024926829951062,0.06085399500617883,0.07227045310660496,0.0647932917728602,0.0901288464602612,0.07559612991643294,0.08107614993235912,0.08115700494297151,0.07199188642536725,0.07745620713308865,0.07312237835594249,0.07245615612134304];[0.49997955560684204,0.49997958540916443,0.4999796748161316,0.49997958540916443,0.49997958540916443,0.4999796450138092,0.49997958540916443,0.4999796152114868,0.4999796152114868,0.4999796450138092,0.49997958540916443,0.49997958540916443,0.49997958540916443,0.4999796152114868,0.4999796152114868,0.4999796152114868,0.49997958540916443];[741767,741080,741854,741843,742490,742095,741904,743238,742328,743512,742360,741645,742356,741048,741963,742302,741454];[363120.27452108054,362321.73605954205,360709.27452108054,361828.27452108054,361871.73605954205,362164.73605954205,362731.73605954205,361829.73605954205,363257.73605954205,362353.27452108054,361717.27452108054,363254.27452108054,362273.27452108054,361545.27452108054,361314.27452108054,362089.27452108054,360769.73605954205]
376800;376800;1;0,739;0,093;1,000;0,000;362,455,275;0,055;down;down;up;down_down_up;decrease%Healthy;[1.8393778682216102];[0.055369473278389814];[0.49998801946640015];[739932];[362455.27452108054]
376800;376800;24;0,739;0,093;1,000;0,000;363,431,775;0,072;down;down;up;down_down_up;decrease%Healthy;[1.835912350573574,1.8346726374419606,1.8176023637641054,1.8207276976384366,1.8323457028677625,1.8273126217454525,1.8143732504306305,1.8218142578731908,1.832312470924144,1.8273661574307751,1.8185179473785869,1.834919336181983,1.8196545127358257,1.8261718393359652,1.8261390035893093,1.8231666726789448,1.8195122696058001,1.8225816979577885,1.8153956152254234,1.818718980787051,1.8239696530237248,1.8170173153836044,1.8242477148001466,1.8225026336682157];[0.05883499092642608,0.060074704058039385,0.07714497773589457,0.07401964386156346,0.062401638632237466,0.06743471975454751,0.08037409106936955,0.07293308362680917,0.06243487057585595,0.06738118406922489,0.07622939412141316,0.05982800531801691,0.07509282876417434,0.06857550216403485,0.06860833791069076,0.07158066882105518,0.07523507189419987,0.07216564354221155,0.07935172627457665,0.07602836071294905,0.07077768847627519,0.07773002611639557,0.07049962669985343,0.07224470783178427];[0.4999845027923584,0.4999845325946808,0.4999845325946808,0.49998462200164795,0.49998462200164795,0.4999845623970032,0.4999845325946808,0.4999845623970032,0.4999845623970032,0.49998462200164795,0.4999845623970032,0.49998459219932556,0.49998459219932556,0.4999845325946808,0.49998462200164795,0.49998459219932556,0.49998459219932556,0.4999845623970032,0.49998459219932556,0.4999845623970032,0.4999845623970032,0.4999845623970032,0.4999845623970032,0.49998459219932556];[738845,736648,738875,739316,740630,738526,739195,739088,737768,739701,738547,739833,739552,739851,739409,738993,739024,737835,740489,738715,738541,739138,739492,740271];[363108.73605954205,364103.27452108054,362638.27452108054,363389.27452108054,362475.73605954205,364685.27452108054,364064.27452108054,362597.73605954205,363513.27452108054,363564.27452108054,363918.27452108054,363068.73605954205,364885.27452108054,363684.27452108054,363918.73605954205,363474.27452108054,363303.73605954205,363234.27452108054,363250.27452108054,363298.27452108054,363180.27452108054,365129.27452108054,363595.27452108054,362562.27452108054]
376800;376800;7;0,738;0,092;1,000;0,000;364,369,275;0,071;down;down;up;down_down_up;decrease%Healthy;[1.830086554829872,1.8179622086745797,1.8388153561063387,1.8231164229390746,1.8224516608422274,1.8250416211998182,1.8234923740934594];[0.06466078667012809,0.07678513282542032,0.05593198539366129,0.0716309185609254,0.07229568065777259,0.06970572030018185,0.07125496740654058];[0.5,0.5,0.5,0.5,0.5,0.5,0.5];[737109,738679,736591,736762,736430,736916,737214];[363002.27452108054,363042.27452108054,365194.27452108054,365311.27452108054,364387.27452108054,363969.27452108054,364369.27452108054]
376800;376800;3;0,738;0,091;1,000;0,000;367,109,275;0,052;down;down;up;down_down_up;decrease%Healthy;[1.843264236427046,1.8427709095992468,1.8314504122319328];[0.05148310507295406,0.051976431900753184,0.06329692926806718];[0.49999552965164185,0.49999552965164185,0.49999555945396423];[730964,728484,730474];[367109.27452108054,367755.27452108054,366433.27452108054]
376800;376800;1;0,737;0,091;1,000;0,000;369,319,275;0,048;down;down;up;down_down_up;decrease%Healthy;[1.8468888671162964];[0.04785847438370361];[0.4999977648258209];[728436];[369319.27452108054]
376800;376800;10;0,737;0,091;1,000;0,000;368,669,775;0,061;down;down;up;down_down_up;decrease%Healthy;[1.8483647870191182,1.8414284298389603,1.832990573418163,1.827188381910369,1.8340420019935835,1.8365950857964064,1.8165151383174623,1.8338585901963524,1.8145842586942,1.8329395179451597];[0.0463825544808818,0.05331891166103975,0.061756768081836944,0.0675589595896311,0.060705339506416545,0.058152255703593614,0.07823220318253776,0.06088875130364757,0.08016308280579998,0.06180782355484027];[0.4999977946281433,0.4999977648258209,0.4999977648258209,0.4999977648258209,0.4999977648258209,0.4999977648258209,0.4999977648258209,0.4999977648258209,0.4999977648258209,0.4999977648258209];[726400,727015,726202,727387,725407,726486,726323,726845,726106,725531];[366799.27452108054,368020.27452108054,367779.27452108054,368914.27452108054,369456.27452108054,368703.27452108054,369060.27452108054,368636.27452108054,367743.27452108054,369782.27452108054]
376800;376800;2;0,739;0,091;0,999;0,000;369,616,775;0,050;down;down;up;down_down_up;decrease%Healthy;[1.8452815729046583,1.8437487336836629];[0.049465768595341686,0.05099860781633714];[0.49912789463996887,0.49912720918655396];[722605,722950];[369588.27452108054,369645.27452108054]
376800;376800;1;0,736;0,090;1,000;0,000;372,117,275;0,045;down;down;up;down_down_up;decrease%Healthy;[1.8494465519479009];[0.04530078955209915];[0.4999291002750397];[719206];[372117.27452108054]
376800;376800;25;0,736;0,090;1,000;0,000;372,098,275;0,055;down;down;up;down_down_up;decrease%Healthy;[1.8445521403350722,1.842072902059487,1.8449712668278282,1.8457461573822893,1.8315638530260898,1.82769206341561,1.8470487696884472,1.8380356364788106,1.8455635212221209,1.8396993239579063,1.8338387368837954,1.8479372607344895,1.8326902232132312,1.8412546272856012,1.8334339747483517,1.84237924241658,1.8381331176459332,1.8321132907449937,1.8433370821932675,1.8473807804311895,1.8371561444886055,1.8297337135194267,1.847867881816163,1.833970062982539,1.8391461514146907];[0.050195201164927816,0.05267443944051298,0.04977607467217182,0.049001184117710705,0.0631834884739102,0.06705527808439005,0.04769857181155279,0.056711705021189385,0.04918382027787915,0.05504801754209376,0.06090860461620462,0.04681008076551052,0.06205711828676885,0.05349271421439883,0.061313366751648335,0.052368099083420105,0.05661422385406678,0.06263405075500628,0.051410259306732486,0.04736656106881054,0.05759119701139448,0.06501362798057331,0.04687945968383711,0.06077727851746095,0.05560119008530928];[0.499999463558197,0.499999463558197,0.499999463558197,0.499999463558197,0.499999463558197,0.499999463558197,0.499999463558197,0.499999463558197,0.499999463558197,0.499999463558197,0.499999463558197,0.499999463558197,0.499999463558197,0.499999463558197,0.499999463558197,0.499999463558197,0.499999463558197,0.499999463558197,0.499999463558197,0.499999463558197,0.499999463558197,0.499999463558197,0.499999463558197,0.499999463558197,0.499999463558197];[718351,719119,719038,718620,718407,718229,717037,718618,719095,718628,718539,719283,719544,720559,719323,717622,719373,719031,717686,718511,718888,719485,719504,719440,718183];[371986.27452108054,372134.27452108054,372485.27452108054,370709.27452108054,372098.27452108054,372108.27452108054,373200.27452108054,372181.27452108054,372016.27452108054,372105.27452108054,373492.27452108054,372528.27452108054,371205.27452108054,371254.27452108054,371984.27452108054,372275.27452108054,370744.27452108054,372072.27452108054,372399.27452108054,372060.27452108054,375053.27452108054,371958.27452108054,371517.27452108054,371507.27452108054,373244.27452108054]
376800;376800;1;0,736;0,091;1,000;0,000;372,897,275;0,042;down;down;up;down_down_up;decrease%Healthy;[1.852683898665507];[0.04206344283449304];[0.5];[716626];[372897.27452108054]
376800;376800;19;0,736;0,090;1,000;0,000;373,733,055;0,047;down;down;up;down_down_up;decrease%Healthy;[1.857579402921976,1.8634256485863057,1.8504540293393028,1.8316086261661937,1.84529599131213,1.8465759711741776,1.8507544879176696,1.8499661851149822,1.84463399104587,1.8437674628010419,1.8625092058751551,1.847753472289733,1.8463833699533994,1.8385129209641111,1.8513631253127325,1.84688466613857,1.8399306121841301,1.8580072025104593,1.853312455226231];[0.03716793857802392,0.031321692913694354,0.04429331216069721,0.06313871533380633,0.04945135018786995,0.048171370325822416,0.043992853582330405,0.044781156385017784,0.05011335045413001,0.05097987869895815,0.0322381356248449,0.046993869210266936,0.04836397154660066,0.056234420535888896,0.04338421618726751,0.04786267536142996,0.054816729315869894,0.03674013898954076,0.04143488627376901];[0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5];[713960,714048,714088,715181,713898,714478,715128,713031,713665,713530,714659,713582,714334,713941,712770,713727,712702,715522,714669];[372649.27452108054,373525.27452108054,375043.27452108054,373749.05479013885,374216.05479013885,373679.27452108054,372609.27452108054,374722.27452108054,374073.05479013885,374561.27452108054,372192.27452108054,374377.27452108054,374129.27452108054,375646.27452108054,373523.27452108054,373698.27452108054,372510.05479013885,372543.27452108054,373733.05479013885]
376800;376800;22;0,736;0,090;1,000;0,000;374,535,165;0,050;down;down;up;down_down_up;decrease%Healthy;[1.8527690024494208,1.8413855064311497,1.8628886710684638,1.843988981674709,1.8591137062561993,1.8394965140298334,1.8423930505197625,1.8453510786955718,1.848247697522597,1.8573029215283092,1.8478380294803731,1.845548643963578,1.8355628446274614,1.827668853345156,1.8453266382451134,1.840834229507935,1.838205872461894,1.849564024457496,1.845385508095745,1.8418538752758862,1.8377729246208818,1.83331443598908];[0.04197833905057924,0.05336183506885028,0.03185867043153623,0.05075835982529098,0.0356336352438007,0.05525082747016663,0.05235429098023747,0.049396262804428215,0.04649964397740303,0.03744441997169079,0.04690931201962689,0.04919869753642203,0.05918449687253857,0.06707848815484407,0.04942070325488657,0.053913111992065055,0.056541469038106085,0.045183317042504,0.04936183340425493,0.05289346622411384,0.056974416879118195,0.061432905510919955];[0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5];[713175,711850,712957,713850,712370,714041,711365,713505,711813,712670,713258,712419,712111,712748,711823,713307,713549,714214,712066,713605,712326,711005];[373332.27452108054,374040.05479013885,374069.05479013885,373264.05479013885,374510.05479013885,373286.27452108054,375757.05479013885,374372.27452108054,375555.05479013885,376095.27452108054,374824.05479013885,373552.27452108054,374406.27452108054,375242.05479013885,374560.27452108054,373570.27452108054,375586.27452108054,374760.05479013885,375008.05479013885,373623.05479013885,374696.05479013885,374778.27452108054]
376800;376800;2;0,735;0,090;1,000;0,000;375,331,055;0,039;down;down;up;down_down_up;decrease%Healthy;[1.8611906314982722,1.8496313180390322];[0.033556710001727774,0.04511602346096777];[0.5,0.5];[711036,710606];[374770.05479013885,375892.05479013885]
376800;376800;25;0,735;0,090;1,000;0,000;375,616,275;0,050;down;down;up;down_down_up;decrease%Healthy;[1.8573329462241108,1.8444531260208568,1.8458337960951845,1.8411089154757518,1.8490949768977187,1.8305556656176991,1.8480379416540327,1.8474593528868908,1.8424041787619192,1.839050624497663,1.8493441855953503,1.8472564249265908,1.8487073801890108,1.8355271181998802,1.84096736217807,1.8444031020974787,1.8417342372377679,1.8460474086488463,1.841054876241853,1.8401062313799683,1.8300486219691139,1.845415233861804,1.8526734126216058,1.843247795417012,1.8430301036376509];[0.03741439527588919,0.050294215479143256,0.04891354540481552,0.053638426024248176,0.04565236460228128,0.0641916758823009,0.046709399845967337,0.04728798861310923,0.05234316273808082,0.055696717002337026,0.04540315590464972,0.0474909165734092,0.0460399613109892,0.05922022330011978,0.053779979321930016,0.05034423940252131,0.05301310426223216,0.048699932851153704,0.05369246525814697,0.0546411101200317,0.06469871953088613,0.049332107638196065,0.04207392887839423,0.051499546082988124,0.051717237862349164];[0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5];[710865,710873,710556,711029,710558,709669,709347,710783,711034,713062,711727,709450,711317,711398,710302,711535,711035,711459,711221,710754,709962,710799,711059,712404,709874];[373713.05479013885,375616.27452108054,374355.27452108054,375502.27452108054,375736.05479013885,376247.05479013885,377139.05479013885,375159.05479013885,375200.05479013885,375055.27452108054,374552.27452108054,375658.05479013885,375811.05479013885,375005.27452108054,376781.27452108054,375295.05479013885,374923.05479013885,375809.05479013885,375209.05479013885,375279.27452108054,375764.05479013885,375837.05479013885,376088.27452108054,375859.27452108054,375870.05479013885]
376800;376800;1;0,735;0,089;1,000;0,000;377,487,275;0,031;down;down;up;down_down_up;decrease%Healthy;[1.8634584820867481];[0.03128885941325188];[0.5];[708894];[377487.27452108054]
