evolution$generation;evolution$evaluated;evolution$samples;maxProbaToSwitch;constraintsStrength;inertiaCoefficient;healthyDietReward;objective$deltaHealth;objective$deltaSocialInequality;%Healthy_vs._2002;%Healthy_vs._2008;socialIneq_vs._2002;typo;typo_name;socialInequality;deltaSocialInequality;opinionMedian;numberOfHealthy;deltaHealth
376800;376800;8;0,772;0,108;0,989;0,000;326,629,041;0,222;up;down;up;up_down_up;smallIncrease%Healthy;[1.6726927056729712,1.6724596989822953,1.6836863268269573,1.6642018937714327,1.6729943221488581,1.673830304503322,1.6709567662104945,1.6675057364234716];[0.22205463582702878,0.22228764251770472,0.21106101467304272,0.23054544772856733,0.2217530193511419,0.22091703699667797,0.22379057528950552,0.22724160507652846];[0.4926682710647583,0.492677241563797,0.49265167117118835,0.49265995621681213,0.4926636517047882,0.4926586449146271,0.492669016122818,0.4926582872867584];[889922,890735,891052,889441,891133,889520,892049,891929];[325605.5408605285,327380.5408605285,326027.5408605285,327026.42711645283,327864.5408605285,326927.5408605285,326222.5408605285,326330.5408605285]
376800;376800;2;0,772;0,107;0,989;0,000;326,089,041;0,216;up;down;up;up_down_up;smallIncrease%Healthy;[1.6843250053857706,1.6724781616954125];[0.21042233611422945,0.2222691798045875];[0.49263715744018555,0.4926433861255646];[885646,886811];[325785.5408605285,326392.5408605285]
376800;376800;1;0,775;0,108;0,987;0,000;326,247,541;0,202;up;down;up;up_down_up;smallIncrease%Healthy;[1.6928525391996672];[0.20189480230033285];[0.49089664220809937];[880354];[326247.5408605285]
376800;376800;6;0,770;0,107;0,990;0,000;328,617,927;0,202;up;down;up;up_down_up;smallIncrease%Healthy;[1.6835641014082996,1.6900403807917481,1.6934135115687317,1.6934337367208965,1.6912173640983001,1.6971325062483529];[0.21118324009170042,0.2047069607082519,0.20133382993126836,0.20131360477910354,0.20352997740169987,0.19761483525164714];[0.4928363859653473,0.4928392767906189,0.4928385317325592,0.4928501844406128,0.4928249716758728,0.4928569793701172];[872251,871857,871262,873681,870006,872618];[327232.42711645283,328142.42711645283,327883.42711645283,329264.42711645283,329187.42711645283,329093.42711645283]
376800;376800;13;0,770;0,107;0,990;0,000;328,343,427;0,206;up;down;up;up_down_up;smallIncrease%Healthy;[1.6974955084207868,1.6912801005829896,1.685216269671065,1.6817807502522009,1.6848267902259855,1.6890955548723658,1.6808241000076625,1.6901648005552716,1.6819943196789404,1.6896804252637079,1.6938011994204973,1.6896105687567204,1.6840748254511226];[0.19725183307921323,0.2034672409170104,0.20953107182893493,0.21296659124779915,0.20992055127401454,0.20565178662763417,0.21392324149233755,0.20458254094472839,0.2127530218210596,0.20506691623629214,0.20094614207950268,0.20513677274327957,0.21067251604887738];[0.4929058849811554,0.49291104078292847,0.49294188618659973,0.49292266368865967,0.4929503798484802,0.49290698766708374,0.49291756749153137,0.4929281771183014,0.492928147315979,0.49295005202293396,0.49291279911994934,0.4929182529449463,0.4929259121417999];[871977,872473,871852,872033,873698,873111,872168,872830,872506,872886,871560,872331,871907];[326516.42711645283,327522.42711645283,327729.42711645283,328428.42711645283,328655.5408605285,327808.5408605285,329523.42711645283,327923.42711645283,328343.42711645283,329221.42711645283,327693.42711645283,328676.42711645283,328886.5408605285]
376800;376800;1;0,766;0,104;0,993;0,000;330,220,541;0,187;up;down;up;up_down_up;smallIncrease%Healthy;[1.7080881590041526];[0.18665918249584745];[0.49464261531829834];[865821];[330220.5408605285]
376800;376800;2;0,767;0,103;0,992;0,000;330,613,927;0,191;up;down;up;up_down_up;smallIncrease%Healthy;[1.7075940309646822,1.6993649771545276];[0.1871533105353178,0.1953823643454724];[0.49406829476356506,0.49407804012298584];[862146,863361];[329863.42711645283,331364.42711645283]
376800;376800;2;0,766;0,104;0,992;0,001;329,145,427;0,196;up;down;up;up_down_up;smallIncrease%Healthy;[1.7010422128960696,1.6964321301363312];[0.1937051286039304,0.1983152113636688];[0.49401533603668213,0.4939953684806824];[861543,861609];[329378.42711645283,328912.42711645283]
376800;376800;1;0,766;0,105;0,991;0,001;328,783,427;0,197;up;down;up;up_down_up;smallIncrease%Healthy;[1.6976792235405596];[0.19706811795944046];[0.4937211871147156];[855816];[328783.42711645283]
376800;376800;4;0,753;0,100;1,000;0,000;332,732,041;0,159;up;down;up;up_down_up;smallIncrease%Healthy;[1.7309585648119032,1.740661991275712,1.7453320738120794,1.7300231968911528];[0.16378877668809677,0.15408535022428804,0.14941526768792057,0.1647241446088472];[0.5,0.5,0.5,0.5];[853910,854347,853123,853902];[331699.5408605285,332538.5408605285,334364.5408605285,332925.5408605285]
376800;376800;22;0,767;0,103;0,991;0,000;330,949,927;0,182;up;down;up;up_down_up;smallIncrease%Healthy;[1.7166838891686618,1.706239504774444,1.7131186701520653,1.7038710404128918,1.709511186146408,1.714110043985791,1.7133230770172119,1.7154790080824585,1.7129951415561027,1.7072458353937323,1.706812279739296,1.7106572687010109,1.714256596245436,1.7136266816431471,1.7154820903417352,1.7160985366346702,1.705845609828251,1.7067164252324452,1.7127540746867116,1.718343581834508,1.7077370629570097,1.7231658587834282];[0.17806345233133825,0.18850783672555593,0.1816286713479347,0.19087630108710818,0.18523615535359195,0.18063729751420898,0.18142426448278814,0.17926833341754156,0.18175219994389735,0.1875015061062677,0.18793506176070407,0.18409007279898915,0.1804907452545641,0.18112065985685288,0.17926525115826486,0.17864880486532986,0.18890173167174895,0.18803091626755486,0.18199326681328842,0.17640375966549193,0.18701027854299035,0.1715814827165718];[0.49361562728881836,0.49360665678977966,0.49359238147735596,0.4936155676841736,0.4935966432094574,0.49360060691833496,0.4936077892780304,0.4935826361179352,0.4936119019985199,0.4935986399650574,0.4936048090457916,0.4935985505580902,0.4936152994632721,0.4936058521270752,0.4935929477214813,0.49359384179115295,0.49361303448677063,0.4936072826385498,0.49361616373062134,0.49359580874443054,0.4935946464538574,0.4936051368713379];[851188,850169,852124,849367,849953,851894,851265,851962,852045,850011,850544,850036,851299,850567,850770,850678,849425,852949,851552,852000,849076,851194];[329405.42711645283,330462.42711645283,330933.42711645283,330756.42711645283,332404.42711645283,331511.42711645283,330864.42711645283,330801.42711645283,330872.42711645283,331898.42711645283,332203.42711645283,332217.42711645283,331126.42711645283,329878.42711645283,330723.42711645283,332527.42711645283,330966.42711645283,331436.42711645283,331813.42711645283,330115.42711645283,331567.42711645283,330489.42711645283]
376800;376800;1;0,764;0,104;0,993;0,000;331,181,427;0,171;up;down;up;up_down_up;smallIncrease%Healthy;[1.7233119791941103];[0.17143536230588974];[0.49459517002105713];[845482];[331181.42711645283]
376800;376800;2;0,766;0,104;0,991;0,000;331,805,927;0,177;up;down;up;up_down_up;smallIncrease%Healthy;[1.723475158309157,1.7124363691627627];[0.17127218319084303,0.18231097233723736];[0.4936462342739105,0.4936184585094452];[845118,845009];[331441.42711645283,332170.42711645283]
376800;376800;1;0,833;0,089;0,520;0,358;223,252,243;0,521;up;up;down;up_up_down;largeIncrease%Healthy_decreaseSocialIneq;[1.3732722768258283];[0.5214750646741717];[0.629331648349762];[1122829];[223252.243376085]
376800;376800;1;0,831;0,094;0,607;0,387;225,605,354;0,489;up;up;down;up_up_down;largeIncrease%Healthy_decreaseSocialIneq;[1.4058683078885534];[0.4888790336114466];[0.6291601657867432];[1122521];[225605.35448719596]
376800;376800;1;0,833;0,090;0,520;0,358;222,451,243;0,522;up;up;down;up_up_down;largeIncrease%Healthy_decreaseSocialIneq;[1.3725045208334574];[0.5222428206665426];[0.6292944550514221];[1122306];[222451.243376085]
376800;376800;1;0,831;0,095;0,607;0,385;224,577,354;0,496;up;up;down;up_up_down;largeIncrease%Healthy_decreaseSocialIneq;[1.398763595141492];[0.49598374635850795];[0.6287204027175903];[1118447];[224577.35448719596]
376800;376800;8;0,832;0,085;0,508;0,372;223,213,299;0,530;up;up;down;up_up_down;largeIncrease%Healthy_decreaseSocialIneq;[1.3631031063863333,1.358943600629276,1.35968097434338,1.3695697096481245,1.3658172696340094,1.3640861675853533,1.3678111090836023,1.366950267819306];[0.5316442351136668,0.5358037408707239,0.53506636715662,0.5251776318518755,0.5289300718659906,0.5306611739146467,0.5269362324163978,0.5277970736806941];[0.6300234794616699,0.6300808787345886,0.6300625801086426,0.6300920844078064,0.6301069855690002,0.6299610733985901,0.6301302909851074,0.6303419470787048];[1118370,1121305,1121569,1119409,1121144,1120470,1123437,1126483];[222010.35448719596,222848.5791425084,223577.3250662259,223062.243376085,223777.5791425084,223364.35448719596,222396.5791425084,225817.3250662259]
376800;376800;1;0,832;0,082;0,504;0,372;222,111,690;0,531;up;up;down;up_up_down;largeIncrease%Healthy_decreaseSocialIneq;[1.3636074409932084];[0.5311399005067916];[0.6295493841171265];[1110073];[222111.69025361934]
376800;376800;1;0,902;0,148;0,825;0,140;302,287,896;0,339;up;up;up;up_up_up;largeIncrease%Healthy;[1.5554088486753677];[0.33933849282463235];[0.572555661201477];[1251980];[302287.89627735596]
376800;376800;11;0,905;0,149;0,823;0,128;297,105,896;0,347;up;up;up;up_up_up;largeIncrease%Healthy;[1.5557032858790265,1.5492494035762572,1.5480639071198012,1.5423374947776514,1.548189520125607,1.5475488966615816,1.542209202439294,1.5582477334984703,1.5426467412150207,1.5490821097486378,1.544199527506223];[0.3390440556209735,0.34549793792374284,0.3466834343801988,0.35240984672234865,0.34655782137439295,0.34719844483841844,0.3525381390607061,0.33649960800152967,0.35210060028497936,0.3456652317513622,0.350547813993777];[0.5696567893028259,0.5697764158248901,0.5697038173675537,0.5697263479232788,0.5697536468505859,0.5696713328361511,0.5697878003120422,0.5700928568840027,0.5696479082107544,0.5697829723358154,0.569746732711792];[1235078,1237390,1235705,1236665,1238644,1235684,1237783,1243844,1235938,1239417,1237563];[297081.89627735596,297105.89627735596,295680.89627735596,297176.89627735596,297707.89627735596,294193.89627735596,295424.89627735596,298719.89627735596,296307.89627735596,297528.89627735596,297446.89627735596]
376800;376800;25;0,902;0,148;0,826;0,136;294,776,896;0,348;up;up;up;up_up_up;largeIncrease%Healthy;[1.5502355081878991,1.541515030511299,1.5532019968312312,1.5533938687650393,1.541783885348369,1.5461620370281717,1.546452476609147,1.5465487882694977,1.5471485089041395,1.5445238254255245,1.5457508693072344,1.549503090678978,1.547215591350066,1.5481894792291422,1.549296745077455,1.547461164500653,1.5439122049872365,1.5449395732631006,1.553316199504521,1.5475875199889901,1.5426612692439217,1.5436164242611436,1.5562699089695742,1.5508519113367734,1.546852255474693];[0.3445118333121009,0.353232310988701,0.34154534466876885,0.34135347273496075,0.35296345615163105,0.34858530447182834,0.34829486489085304,0.3481985532305023,0.34759883259586055,0.35022351607447555,0.34899647219276564,0.34524425082102206,0.347531750149934,0.34655786227085783,0.34545059642254494,0.34728617699934694,0.35083513651276355,0.3498077682368994,0.34143114199547897,0.3471598215110099,0.35208607225607835,0.35113091723885637,0.33847743253042584,0.34389543016322666,0.34789508602530694];[0.5711662769317627,0.5714096426963806,0.570923924446106,0.5709881782531738,0.5712214708328247,0.5710257291793823,0.5712632536888123,0.571127712726593,0.5712140798568726,0.5711290836334229,0.5712749361991882,0.5711864829063416,0.5713311433792114,0.5710259675979614,0.5711735486984253,0.5710304975509644,0.5712188482284546,0.571173369884491,0.5709657073020935,0.571153998374939,0.5712026953697205,0.5710626840591431,0.5711926817893982,0.5711058378219604,0.5711203217506409];[1230404,1236168,1226047,1226854,1230869,1227450,1231840,1230633,1231967,1231172,1232195,1231604,1233155,1228522,1232202,1228561,1231431,1231721,1227985,1229800,1231445,1229258,1229633,1229137,1229349];[295005.89627735596,297253.89627735596,292944.89627735596,292343.89627735596,297084.77863029693,294143.89627735596,296845.89627735596,294482.89627735596,296702.89627735596,294629.89627735596,296088.89627735596,295423.89627735596,296960.89627735596,294227.89627735596,294231.89627735596,294268.89627735596,294772.89627735596,297084.89627735596,292424.77863029693,295435.89627735596,295526.89627735596,293597.89627735596,295080.89627735596,294776.89627735596,294348.77863029693]
376800;376800;1;0,902;0,148;0,825;0,136;295,513,896;0,342;up;up;up;up_up_up;largeIncrease%Healthy;[1.552877976264103];[0.34186936523589706];[0.5710192322731018];[1230040];[295513.89627735596]
376800;376800;1;0,902;0,148;0,828;0,136;292,675,779;0,344;up;up;up;up_up_up;largeIncrease%Healthy;[1.5509450196837533];[0.3438023218162467];[0.5702533721923828];[1224504];[292675.77863029693]
376800;376800;25;0,900;0,148;0,826;0,135;289,198,779;0,351;up;up;up;up_up_up;largeIncrease%Healthy;[1.5453603201801613,1.547355136668307,1.5359607908241502,1.5440519189177428,1.5358266888000265,1.5489037063672961,1.5449843700868862,1.543066982669358,1.5438661128014497,1.5492832674180992,1.5500114484795673,1.546647370225804,1.5432428997202001,1.546337379880749,1.5408216023075285,1.5480444364995887,1.5442910038184174,1.5429086965658771,1.53429806042847,1.5387636358687418,1.5387935797118755,1.5425684713703711,1.5458836707051156,1.5493423918198872,1.5416173348957545];[0.3493870213198387,0.3473922048316931,0.35878655067584986,0.35069542258225717,0.35892065269997353,0.3458436351327039,0.34976297141311385,0.3516803588306421,0.3508812286985503,0.34546407408190083,0.3447358930204327,0.3480999712741961,0.3515044417797999,0.3484099616192511,0.3539257391924715,0.34670290500041134,0.3504563376815826,0.35183864493412287,0.36044928107153007,0.35598370563125825,0.35595376178812455,0.3521788701296289,0.34886367079488445,0.3454049496801128,0.35313000660424554];[0.5707196593284607,0.5705881714820862,0.5705404877662659,0.5706539154052734,0.5706590414047241,0.5706428289413452,0.5706757307052612,0.5706711411476135,0.570877194404602,0.5706111788749695,0.5707235336303711,0.570793628692627,0.5705094933509827,0.5706983208656311,0.5709065198898315,0.5709138512611389,0.5707303881645203,0.5706884264945984,0.5706232190132141,0.5705740451812744,0.5704338550567627,0.5705384016036987,0.5705461502075195,0.570565938949585,0.5706687569618225];[1210570,1208246,1209001,1210840,1209891,1209717,1212412,1210735,1215003,1209595,1211153,1213185,1207821,1211016,1214850,1215481,1212234,1211601,1209793,1208349,1207161,1208634,1209452,1209436,1211466];[290139.77863029693,286951.77863029693,289788.77863029693,288795.77863029693,289748.77863029693,289134.77863029693,290223.77863029693,288994.77863029693,290914.77863029693,287690.77863029693,289198.77863029693,289986.77863029693,288414.77863029693,288717.77863029693,291435.77863029693,291710.77863029693,288473.77863029693,288718.77863029693,288596.77863029693,289290.77863029693,289334.77863029693,289087.77863029693,288311.77863029693,289567.77863029693,289319.77863029693]
376800;376800;25;0,900;0,150;0,825;0,135;288,597,779;0,351;up;up;up;up_up_up;largeIncrease%Healthy;[1.5475904965820793,1.5397027273494281,1.539776667362568,1.5442350923559245,1.5436156985139564,1.5413322579244333,1.5448249069766826,1.5433850878635158,1.5399498615078535,1.5432923796784344,1.543297914309921,1.5479795232049234,1.5352181588252052,1.5485909892012573,1.5356832990914469,1.5481853049467562,1.5452055094241532,1.545362027636917,1.5448857271690664,1.534156956842931,1.5429666775657427,1.5444750169259565,1.5426665998769191,1.5459835118667262,1.5431600263435343];[0.34715684491792076,0.35504461415057187,0.3549706741374321,0.3505122491440755,0.3511316429860436,0.3534150835755667,0.3499224345233174,0.3513622536364842,0.3547974799921465,0.35145496182156566,0.351449427190079,0.34676781829507664,0.35952918267479483,0.34615635229874275,0.35906404240855316,0.3465620365532438,0.34954183207584677,0.3493853138630829,0.34986161433093366,0.36059038465706905,0.35178066393425733,0.35027232457404356,0.3520807416230809,0.3487638296332738,0.3515873151564657];[0.5705500245094299,0.5705053806304932,0.570464551448822,0.5704931020736694,0.5704100728034973,0.5703026056289673,0.570452868938446,0.5702399611473083,0.5703812837600708,0.5701689124107361,0.5704479217529297,0.5703033208847046,0.5703290104866028,0.5702635049819946,0.5705366730690002,0.5702763795852661,0.5702683925628662,0.570449709892273,0.5705127716064453,0.5704198479652405,0.5705198049545288,0.5706169009208679,0.5704555511474609,0.5703736543655396,0.5700976848602295];[1207269,1206768,1205689,1207646,1205862,1203045,1206365,1202076,1203819,1201452,1206398,1203983,1202239,1203385,1206785,1203655,1202658,1206358,1207793,1205206,1206881,1208550,1206196,1205484,1199668];[289240.77863029693,288597.77863029693,289424.77863029693,289343.77863029693,288667.77863029693,287106.77863029693,288234.77863029693,284957.77863029693,288016.77863029693,288923.77863029693,289039.77863029693,288994.77863029693,287494.77863029693,287092.77863029693,288728.77863029693,287296.77863029693,288111.77863029693,289079.77863029693,288620.77863029693,288973.77863029693,288124.77863029693,288321.77863029693,289121.77863029693,288253.77863029693,288385.77863029693]
376800;376800;1;0,897;0,142;0,821;0,143;286,784,779;0,344;up;up;up;up_up_up;largeIncrease%Healthy;[1.5507444588042132];[0.3440028826957868];[0.5735713243484497];[1206417];[286784.77863029693]
376800;376800;9;0,900;0,150;0,825;0,135;287,801,779;0,348;up;up;up;up_up_up;largeIncrease%Healthy;[1.5517066563363764,1.540975219911665,1.546709178004087,1.546609157067464,1.5463415948700876,1.5401604053395603,1.5468374376568135,1.5410206516690779,1.5427267648673395];[0.3430406851636236,0.35377212158833493,0.3480381634959131,0.34813818443253597,0.3484057466299124,0.3545869361604397,0.34790990384318654,0.35372668983092215,0.3520205766326605];[0.5703485012054443,0.570330023765564,0.570381760597229,0.5705094933509827,0.570288896560669,0.5703492164611816,0.5704709887504578,0.5704245567321777,0.570320188999176];[1204118,1204316,1205365,1207377,1202868,1204193,1206634,1205891,1204726];[287113.77863029693,287891.77863029693,288782.77863029693,288236.77863029693,287085.77863029693,287724.77863029693,289075.77863029693,287734.77863029693,287801.77863029693]
376800;376800;24;0,900;0,143;0,819;0,131;283,550,279;0,353;up;up;up;up_up_up;largeIncrease%Healthy;[1.5508923208559378,1.5376609217894064,1.5469211857429253,1.540923473482604,1.5420573652432745,1.5453821928996794,1.5428205943718674,1.5357058939207633,1.5363493560153834,1.5447809664302425,1.5416836864078765,1.5410919734718422,1.5445535698180861,1.546427963942359,1.5437039178654484,1.5519761908074305,1.5474476824813306,1.5364788795467363,1.5397830889283968,1.5420556727727184,1.5449944689292745,1.5392459478236205,1.5409903360839903,1.535220458662574];[0.34385502064406226,0.3570864197105936,0.34782615575707476,0.35382386801739596,0.3526899762567255,0.34936514860032064,0.35192674712813266,0.3590414475792367,0.35839798548461665,0.3499663750697575,0.35306365509212356,0.3536553680281578,0.3501937716819139,0.348319377557641,0.35104342363455165,0.34277115069256947,0.34729965901866944,0.3582684619532637,0.35496425257160324,0.35269166872728164,0.3497528725707255,0.35550139367637956,0.35375700541600974,0.35952688283742607];[0.5713399648666382,0.5711738467216492,0.571454644203186,0.5710638761520386,0.5710119009017944,0.5713880062103271,0.5712233781814575,0.5712205171585083,0.5710738897323608,0.5711548924446106,0.5711555480957031,0.5712575912475586,0.571255624294281,0.5710250735282898,0.5713042616844177,0.5712432861328125,0.5712352991104126,0.5712535381317139,0.5710850954055786,0.5710644721984863,0.5713019371032715,0.5713707804679871,0.571186363697052,0.5713103413581848];[1198253,1196386,1200519,1194285,1192644,1199586,1196773,1195931,1194366,1195659,1195094,1197998,1197627,1193993,1198037,1197862,1195918,1197611,1194253,1194697,1197915,1198038,1194417,1197629];[284110.77863029693,284675.77863029693,283304.77863029693,281782.77863029693,282961.77863029693,284695.77863029693,283054.77863029693,284040.77863029693,283169.77863029693,285025.0939829942,282681.77863029693,283479.77863029693,284706.77863029693,283856.77863029693,282006.77863029693,282717.77863029693,283493.77863029693,283606.77863029693,281548.77863029693,284060.77863029693,283406.77863029693,284669.77863029693,283976.77863029693,284058.77863029693]
376800;376800;1;0,897;0,142;0,820;0,136;279,764,779;0,348;up;up;up;up_up_up;largeIncrease%Healthy;[1.546520665158038];[0.3482266763419619];[0.5718117952346802];[1185653];[279764.77863029693]
376800;376800;12;0,897;0,142;0,820;0,136;281,502,779;0,353;up;up;up;up_up_up;largeIncrease%Healthy;[1.5514473665765856,1.5521998215722324,1.5409762764253112,1.5386726840231388,1.5422573815696656,1.5356089441122485,1.5453539966825687,1.5410564038078445,1.5467622060549246,1.5421002864016098,1.5419389576585245,1.544767655344881];[0.34329997492341446,0.34254751992776766,0.3537710650746888,0.3560746574768612,0.3524899599303344,0.35913839738775155,0.34939334481743134,0.35369093769215554,0.34798513544507537,0.3526470550983902,0.3528083838414755,0.349979686155119];[0.571810245513916,0.5720437169075012,0.5720648169517517,0.571705162525177,0.5717353820800781,0.5719541311264038,0.5720966458320618,0.5720292925834656,0.5717000961303711,0.5720727443695068,0.571850061416626,0.5720276236534119];[1184843,1189959,1189078,1182966,1184014,1187677,1189748,1187694,1182968,1189440,1185260,1189163];[280074.77863029693,279825.0939829942,281489.77863029693,281515.77863029693,280515.77863029693,282926.77863029693,282209.77863029693,283167.77863029693,281285.77863029693,281587.77863029693,279049.77863029693,282840.77863029693]
376800;376800;25;0,898;0,142;0,810;0,132;275,916,779;0,354;up;up;up;up_up_up;largeIncrease%Healthy;[1.5368070158299836,1.5409644606726713,1.5395105889484777,1.5410961284639895,1.5453221074332502,1.5465537789685366,1.5368598525647381,1.5406755061964656,1.5412262405537676,1.54223607576674,1.548074449280837,1.5390751903621833,1.5397585634548132,1.5370918729961176,1.5455861382646745,1.5356644041041727,1.5332827544523018,1.5455442307641705,1.5415083779124377,1.5489176890222085,1.5334682902749426,1.5356735721038213,1.5449327021675958,1.5385009709845237,1.538543878897409];[0.35794032567001643,0.35378288082732867,0.3552367525515223,0.35365121303601055,0.34942523406674986,0.3481935625314634,0.3578874889352619,0.35407183530353437,0.35352110094623246,0.3525112657332601,0.3466728922191631,0.3556721511378167,0.3549887780451868,0.3576554685038824,0.3491612032353255,0.3590829373958273,0.36146458704769824,0.34920311073582955,0.35323896358756235,0.3458296524777915,0.36127905122505743,0.35907376939617874,0.3498146393324042,0.35624637051547636,0.35620346260259095];[0.5731715559959412,0.5730244517326355,0.5730617046356201,0.5731821060180664,0.5730746388435364,0.5730487108230591,0.5731289386749268,0.5731617212295532,0.5730587840080261,0.5732369422912598,0.5730863809585571,0.573133647441864,0.5731543302536011,0.5731107592582703,0.5730254054069519,0.5730074644088745,0.5731189846992493,0.5727954506874084,0.5731537342071533,0.5732197761535645,0.573334813117981,0.5730471611022949,0.5732173323631287,0.5732033252716064,0.5729435086250305];[1183555,1181445,1182341,1185169,1182174,1182469,1183443,1183820,1182695,1186159,1184579,1183171,1184320,1184079,1181841,1181367,1184141,1178882,1184598,1185573,1185625,1183294,1185817,1186097,1180597];[275652.778630297,274676.778630297,274074.778630297,273963.09398299427,276584.09398299427,276169.09398299427,277956.77863029693,277108.09398299427,277437.0939829942,275258.778630297,277079.09398299427,275506.778630297,275869.778630297,274692.778630297,275773.09398299427,276472.778630297,275916.778630297,275510.09398299427,275515.778630297,278257.0939829942,278248.77863029693,275440.09398299427,276183.09398299427,277680.77863029693,276563.09398299427]
376800;376800;1;0,898;0,142;0,810;0,132;274,718,094;0,349;up;up;up;up_up_up;largeIncrease%Healthy;[1.545540271560845];[0.34920706993915496];[0.5730604529380798];[1181078];[274718.09398299427]
376800;376800;1;0,898;0,143;0,820;0,131;280,507,779;0,345;up;up;up;up_up_up;largeIncrease%Healthy;[1.5493358921124325];[0.3454114493875675];[0.570573091506958];[1180496];[280507.77863029693]
376800;376800;3;0,889;0,137;0,807;0,150;267,675,094;0,359;up;up;up;up_up_up;largeIncrease%Healthy;[1.5432088830704593,1.5355734071641438,1.5361417458574447];[0.3515384584295407,0.3591739343358562,0.35860559564255534];[0.578258216381073,0.5783272981643677,0.5781596302986145];[1166792,1168095,1165000];[267138.09398299427,267675.09398299427,268255.778630297]
376800;376800;25;0,890;0,138;0,812;0,151;270,168,094;0,359;up;up;up;up_up_up;largeIncrease%Healthy;[1.5373645947867638,1.5373361945682718,1.5323882683622372,1.5273220843450421,1.5445345958364174,1.531729186915784,1.529531192048335,1.5377383121127648,1.53819470729462,1.5362594667896248,1.538733519274753,1.5366641524840885,1.5326226522350235,1.533190652864866,1.5352603969490795,1.5268602606607655,1.538960402232069,1.5334313400886188,1.5444766247455872,1.5364485373865402,1.5360154589707367,1.5406937339028697,1.5295279869030263,1.5271528979662243,1.5304724103165412];[0.3573827467132362,0.35741114693172826,0.36235907313776283,0.3674252571549579,0.3502127456635826,0.36301815458421594,0.36521614945166503,0.3570090293872352,0.35655263420537997,0.35848787471037524,0.3560138222252469,0.3580831890159115,0.36212468926497654,0.361556688635134,0.35948694455092056,0.3678870808392345,0.3557869392679309,0.3613160014113812,0.3502707167544128,0.3582988041134598,0.35873188252926336,0.35405360759713034,0.36521935459697374,0.3675944435337757,0.36427493118345877];[0.576906144618988,0.576963484287262,0.576820433139801,0.5769050717353821,0.5770789384841919,0.5770214200019836,0.5769243836402893,0.5769272446632385,0.5769950151443481,0.576973021030426,0.5770571231842041,0.5767015814781189,0.5770267248153687,0.5766690373420715,0.5771191716194153,0.5767931342124939,0.5769330859184265,0.5768024325370789,0.5771004557609558,0.5768313407897949,0.576837420463562,0.5771138668060303,0.5770605802536011,0.5769226551055908,0.5768005847930908];[1163960,1165547,1161986,1164255,1166764,1167049,1166180,1164343,1166996,1166216,1167860,1161972,1167398,1161614,1168646,1163155,1165844,1161753,1167593,1164053,1164246,1167745,1166569,1164797,1163545];[271250.09398299427,271945.09398299427,267604.09398299427,270973.09398299427,270968.09398299427,269620.778630297,269342.09398299427,270629.09398299427,271054.09398299427,269270.09398299427,269963.778630297,270888.09398299427,269402.09398299427,269816.09398299427,272260.09398299427,269921.09398299427,269946.09398299427,268657.09398299427,270419.09398299427,270745.09398299427,270168.09398299427,270167.09398299427,270858.778630297,270679.09398299427,267925.09398299427]
376800;376800;2;0,887;0,137;0,795;0,149;260,741,150;0,366;up;up;up;up_up_up;largeIncrease%Healthy;[1.5331406719482161,1.5253387599198605];[0.3616066695517839,0.36940858158013956];[0.5804041028022766,0.5803605318069458];[1154838,1155093];[260057.20509410521,261425.09398299427]
376800;376800;25;0,885;0,137;0,786;0,154;258,476,094;0,373;up;up;up;up_up_up;largeIncrease%Healthy;[1.5279269834917513,1.5261796838414936,1.521995325651818,1.5248773986334407,1.5187228589811277,1.5147715351921183,1.5204471329000637,1.5250300840505924,1.5248692357390605,1.524957128553083,1.5249708521346748,1.525872125099093,1.5140819443691522,1.5222143743727978,1.518740308739929,1.5213556636435897,1.5157470139977784,1.5194874572097539,1.5277872593394504,1.5281737379250047,1.5141871755475422,1.5108167279084779,1.5194216158527794,1.5201379181340728,1.5197753992380936];[0.36682035800824875,0.3685676576585064,0.37275201584818207,0.3698699428665593,0.3760244825188723,0.37997580630788175,0.3743002085999363,0.36971725744940764,0.3698781057609395,0.36979021294691705,0.36977648936532526,0.36887521640090704,0.3806653971308478,0.3725329671272022,0.3760070327600711,0.37339167785641036,0.37900032750222157,0.37525988429024615,0.36696008216054965,0.36657360357499535,0.3805601659524578,0.38393061359152214,0.37532572564722066,0.3746094233659272,0.37497194226190644];[0.583429217338562,0.5832807421684265,0.583408534526825,0.5835879445075989,0.5834077000617981,0.5833307504653931,0.5833571553230286,0.583268940448761,0.5832180380821228,0.5835468769073486,0.5833989977836609,0.583358645439148,0.5834980010986328,0.5833260416984558,0.5833423733711243,0.5830668210983276,0.5833526253700256,0.583279013633728,0.5835789442062378,0.5832867622375488,0.5833593010902405,0.5835137367248535,0.5836110711097717,0.5835047364234924,0.583185613155365];[1153874,1154472,1155200,1158068,1154838,1153360,1153930,1152271,1151526,1158923,1154036,1153182,1156062,1153568,1154570,1150949,1154940,1152683,1157301,1153021,1154453,1155650,1157659,1156375,1150344];[260521.20509410521,258370.2116300533,257056.2116300533,260306.2116300533,258903.20509410521,258002.2116300533,258691.20509410521,257769.09398299427,258579.32274116424,259999.2116300533,259368.2116300533,258376.2116300533,258318.2116300533,260085.32274116424,259022.2116300533,257754.20509410521,257927.20509410521,258455.09398299427,259517.2116300533,257443.2116300533,258397.2116300533,259832.09398299427,258297.2116300533,260063.2116300533,258476.09398299427]
