effective,healthy,high,highHealty,middle,middleHealthy,low,lowHealthy,socialInequality,e
8768898.0,839275.9,2021871.0,223522.1,2946028.0,279434.9,3800999.0,336318.9,1.4049129235286835,0.017398729259922287
